iter	Logloss
200	0.4107849159
201	0.4106983157
202	0.4106367383
203	0.4105801934
204	0.4105529314
205	0.4105095953
206	0.4104450147
207	0.4104151709
208	0.4103745589
209	0.4102733187
210	0.4101960862
211	0.4101120169
212	0.4100181819
213	0.4099766057
214	0.409891408
215	0.4098326674
216	0.4097527322
217	0.4096918999
218	0.4096351528
219	0.4095808188
220	0.4095466238
221	0.4094437937
222	0.4093897798
223	0.4093349526
224	0.4093084382
225	0.4092691718
226	0.4091945132
227	0.4090965937
228	0.4089781494
229	0.4089309037
230	0.408870593
231	0.4088356758
232	0.4087927069
233	0.4087522055
234	0.4086160915
235	0.4085622455
236	0.4084634034
237	0.4083381456
238	0.4082691454
239	0.4081745341
240	0.408089157
241	0.4080344368
242	0.4079389904
243	0.4078360788
244	0.4077874411
245	0.4076365891
246	0.4076068742
247	0.4075412264
248	0.4074996468
249	0.4073992192
250	0.4073697912
251	0.4072750743
252	0.4072406165
253	0.4072125942
254	0.4071595225
255	0.4070892186
256	0.407052561
257	0.4070044532
258	0.4069568903
259	0.4068985886
260	0.406799174
261	0.406758016
262	0.4067302366
263	0.4066427584
264	0.4065532923
265	0.4065272693
266	0.4064910576
267	0.40641483
268	0.4063383426
269	0.4062654131
270	0.4062083288
271	0.4061225566
272	0.4060625441
273	0.4060144537
274	0.4059944095
275	0.4059542592
276	0.4058914434
277	0.405847316
278	0.4058184838
279	0.405748028
280	0.4057029114
281	0.4056494496
282	0.4056300293
283	0.4055775068
284	0.4055508653
285	0.4055350825
286	0.4055055037
287	0.4054352234
288	0.4053911513
289	0.405331999
290	0.4052925622
291	0.4052707513
292	0.4052270568
293	0.4051624971
294	0.4051128589
295	0.4050336882
296	0.4049908059
297	0.4049239454
298	0.4048903985
299	0.4048703345
300	0.4048497611
301	0.404813397
302	0.4047978164
303	0.4047308649
304	0.4046966737
305	0.4046340509
306	0.4045820416
307	0.4045383577
308	0.4045137057
309	0.4044624109
310	0.4044340339
311	0.4044139786
312	0.4043214939
313	0.4042745437
314	0.4042118801
315	0.4041726654
316	0.4041305259
317	0.4041050108
318	0.4040335278
319	0.4039902967
320	0.4039562051
321	0.4039296816
322	0.4038975381
323	0.4038695508
324	0.4038196328
325	0.4037937129
326	0.4037478385
327	0.403715381
328	0.4036635623
329	0.4036496322
330	0.4035913414
331	0.4035066405
332	0.4034451788
333	0.403413195
334	0.4033761533
335	0.4033473828
336	0.4033232579
337	0.4032830683
338	0.403259796
339	0.4032268895
340	0.4031750171
341	0.4031306613
342	0.4030699125
343	0.4030237796
344	0.4029673793
345	0.4029270826
346	0.4029103748
347	0.4028953127
348	0.4028372154
349	0.4027540129
350	0.4027210348
351	0.4026664974
352	0.4026426294
353	0.4025939409
354	0.4025634687
355	0.4025328027
356	0.4025090365
357	0.4024522522
358	0.4024245778
359	0.4024087271
360	0.4023555921
361	0.4023042173
362	0.4022625369
363	0.4022283856
364	0.4022147139
365	0.4021686502
366	0.4021122367
367	0.4020852278
368	0.4020448477
369	0.4020288307
370	0.4020129472
371	0.4019718574
372	0.4019403899
373	0.4019248696
374	0.4018843448
375	0.4018500159
376	0.4018275019
377	0.4017876273
378	0.4017659997
379	0.4017042408
380	0.4016640764
381	0.4016452259
382	0.4016291091
383	0.4016039602
384	0.4015659456
385	0.401509935
386	0.401437014
387	0.4014188811
388	0.4013883902
389	0.4013361901
390	0.4012920535
391	0.4012264447
392	0.4011978088
393	0.4011712639
394	0.4011308385
395	0.4011034524
396	0.4010858546
397	0.4010253539
398	0.4010070225
399	0.4009771084
400	0.4009518421
401	0.4009373827
402	0.4008998957
403	0.4008837298
404	0.4008450557
405	0.4007904456
406	0.400751978
407	0.4007250431
408	0.4007032627
409	0.4006574682
410	0.4006413826
411	0.4006208047
412	0.4005942457
413	0.4005785548
414	0.4005441074
415	0.4005208185
416	0.4005072335
417	0.4004883499
418	0.4004255865
419	0.4003966125
420	0.4003788549
421	0.4003409127
422	0.4003197452
423	0.4002839266
424	0.4002669101
425	0.400237722
426	0.400184253
427	0.4001437314
428	0.4001225808
429	0.4000933169
430	0.4000608377
431	0.4000490779
432	0.4000147311
433	0.399978404
434	0.3999616927
435	0.3999416119
436	0.3999261752
437	0.3999083281
438	0.3998919018
439	0.3998581893
440	0.3998298557
441	0.3998129709
442	0.399793507
443	0.3997385409
444	0.3997126794
445	0.3996676151
446	0.3996519191
447	0.39963994
448	0.3996212792
449	0.3995999332
450	0.3995865385
451	0.399559985
452	0.3995433695
453	0.3995342821
454	0.3995075072
455	0.3994890301
456	0.3994752958
457	0.399446682
458	0.3994043608
459	0.3993983329
460	0.3993627651
461	0.3993469638
462	0.3993177973
463	0.3992851336
464	0.3992625989
465	0.399248572
466	0.399213538
467	0.3991742461
468	0.3991645421
469	0.3991410994
470	0.3991133535
471	0.3990789786
472	0.399063301
473	0.399026061
474	0.398998948
475	0.398967305
476	0.3989450476
477	0.3989113932
478	0.3988829857
479	0.3988639775
480	0.3988506966
481	0.3988306676
482	0.3988161963
483	0.3987870075
484	0.3987650244
485	0.3987327711
486	0.3986828275
487	0.3986652007
488	0.3986439466
489	0.398621243
490	0.3985885064
491	0.3985700567
492	0.3985461745
493	0.3985259037
494	0.3985023392
495	0.3984839136
496	0.3984640082
497	0.3984314338
498	0.3984222493
499	0.3982974332
500	0.3982857884
501	0.3982557363
502	0.3982333907
503	0.3982246185
504	0.3982073857
505	0.3981948351
506	0.3981833005
507	0.3981422078
508	0.3981242401
509	0.398109871
510	0.3980875134
511	0.3980563168
512	0.3980335272
513	0.3980123627
514	0.3980020778
515	0.3979875471
516	0.3979563923
517	0.3979448103
518	0.3979013418
519	0.397883234
520	0.3978654536
521	0.3978247099
522	0.3978128118
523	0.3977955766
524	0.3977642105
525	0.3977531792
526	0.3977244067
527	0.3977111594
528	0.3976926826
529	0.3976708652
530	0.3976372857
531	0.3976255269
532	0.397601736
533	0.3975670738
534	0.3975147642
535	0.3974911062
536	0.3974612582
537	0.3974300969
538	0.3974146508
539	0.3974039451
540	0.3973795443
541	0.3973495947
542	0.3973325637
543	0.3973160855
544	0.3972893365
545	0.3972797434
546	0.3972585152
547	0.3972369066
548	0.3972257311
549	0.3972091094
550	0.3971921489
551	0.3971696186
552	0.3971419669
553	0.3971102827
554	0.3970997221
555	0.3970904852
556	0.397075581
557	0.3970645283
558	0.3970551137
559	0.3970185945
560	0.3970094544
561	0.3969931597
562	0.3969536566
563	0.3969262805
564	0.3969062513
565	0.3968856744
566	0.3968729374
567	0.3968473889
568	0.3968262877
569	0.3968097417
570	0.3967948257
571	0.3967796553
572	0.3967642332
573	0.3967511827
574	0.3967413812
575	0.3967194012
576	0.3967068354
577	0.3966667574
578	0.3966491515
579	0.3966125167
580	0.3966022464
581	0.3965838107
582	0.3965673885
583	0.3965355764
584	0.3965127272
585	0.396493919
586	0.396473022
587	0.3964557868
588	0.3964366363
589	0.3964206893
590	0.3963963433
591	0.3963841036
592	0.3963740333
593	0.3963621671
594	0.3963404327
595	0.3963322155
596	0.3963170101
597	0.3962926883
598	0.3962771427
599	0.3962684687
600	0.3962560208
601	0.3962440435
602	0.396227238
603	0.396211282
604	0.3961979976
605	0.3961847402
606	0.3961779035
607	0.3961684007
608	0.3961571236
609	0.3961167929
610	0.3960815436
611	0.3960722193
612	0.3960586254
613	0.3960249925
614	0.3960096638
615	0.3959871301
616	0.3959632895
617	0.3959495145
618	0.3959282506
619	0.3959187986
620	0.3958983103
621	0.3958747442
622	0.3958568904
623	0.3958462179
624	0.3958304642
625	0.3958183394
626	0.3957979039
627	0.3957860796
628	0.395778446
629	0.3957404279
630	0.3957213562
631	0.3957029275
632	0.3956876736
633	0.3956760891
634	0.3956623314
635	0.3956458303
636	0.3956251057
637	0.3956129262
638	0.3955935651
639	0.3955770336
640	0.3955676572
641	0.3955591303
642	0.3955448061
643	0.3955273367
644	0.3955139976
645	0.3955078247
646	0.3954865185
647	0.395459391
648	0.3954424161
649	0.3954328039
650	0.3954233632
651	0.3954075567
652	0.3953892301
653	0.3953817065
654	0.3953706696
655	0.3953543945
656	0.3953458632
657	0.3953379142
658	0.3953113434
659	0.3953029034
660	0.3952898625
661	0.3952665116
662	0.3952477293
663	0.395240315
664	0.3952087207
665	0.3951944124
666	0.395170984
667	0.3951622173
668	0.3951457878
669	0.3951309475
670	0.3951206624
671	0.395101436
672	0.3950725256
673	0.3950626315
674	0.3950504508
675	0.3950342499
676	0.3950114956
677	0.3950029803
678	0.3949955833
679	0.3949804447
680	0.3949734736
681	0.394961984
682	0.3949517336
683	0.3949354804
684	0.3949289946
685	0.3949045792
686	0.3948927647
687	0.394883807
688	0.3948681445
689	0.3948579128
690	0.3948384168
691	0.3948196253
692	0.3948090511
693	0.3947907972
694	0.3947818359
695	0.3947643732
696	0.3947490478
697	0.3947350813
698	0.3947148858
699	0.3947080672
700	0.3946858707
701	0.3946656399
702	0.3946541865
703	0.3946389138
704	0.3946293067
705	0.394620363
706	0.3946112875
707	0.3945906096
708	0.394575976
709	0.3945674019
710	0.3945539166
711	0.3945301158
712	0.3945199159
713	0.3945011461
714	0.3944912172
715	0.394479408
716	0.3944683809
717	0.3944588739
718	0.3944518123
719	0.3944405723
720	0.3944279396
721	0.3944173747
722	0.3944085002
723	0.3943950508
724	0.3943744218
725	0.3943597305
726	0.3943528994
727	0.3943430792
728	0.3943343567
729	0.3943228023
730	0.3943110119
731	0.3943005573
732	0.3942837718
733	0.3942748402
734	0.3942533252
735	0.3942457442
736	0.3942361867
737	0.3942269432
738	0.3942140502
739	0.3941863935
740	0.3941698505
741	0.3941633323
742	0.3941546582
743	0.3941285092
744	0.3941182674
745	0.3941097252
746	0.3941014492
747	0.3940896164
748	0.3940766727
749	0.3940712764
750	0.3940527974
751	0.3940400642
752	0.3940280717
753	0.3940198394
754	0.3939830519
755	0.3939668431
756	0.3939495088
757	0.3939432218
758	0.3939356372
759	0.3939153732
760	0.3939102655
761	0.3938931616
762	0.3938822101
763	0.3938703559
764	0.3938611166
765	0.3938516697
766	0.3938333358
767	0.3938225868
768	0.3938148625
769	0.3938011023
770	0.3937902972
771	0.3937776424
772	0.3937656442
773	0.3937519753
774	0.3937455267
775	0.393739552
776	0.3937278306
777	0.3937190093
778	0.3937048399
779	0.3936837237
780	0.3936725009
781	0.3936615337
782	0.393649671
783	0.3936443857
784	0.3936356801
785	0.3936308884
786	0.3936259094
787	0.3936185928
788	0.393610488
789	0.3935990328
790	0.3935918898
791	0.393578714
792	0.3935592186
793	0.393542307
794	0.3935278677
795	0.3935202691
796	0.3935045847
797	0.3934972771
798	0.3934900891
799	0.3934802128
800	0.3934679769
801	0.3934588191
802	0.3934464331
803	0.3934263314
804	0.3934192697
805	0.3933850601
806	0.393377168
807	0.3933640645
808	0.3933587323
809	0.3933294601
810	0.3933201739
811	0.3933154606
812	0.3932928262
813	0.3932843696
814	0.3932791432
815	0.3932554067
816	0.3932392367
817	0.3932317697
818	0.393207176
819	0.3931970256
820	0.3931864986
821	0.3931809387
822	0.3931735787
823	0.3931608907
824	0.3931499766
825	0.3931322487
826	0.3931234443
827	0.3931075671
828	0.3930911062
829	0.3930861795
830	0.3930732668
831	0.3930630382
832	0.3930358323
833	0.3930268818
834	0.393006493
835	0.3929972926
836	0.3929930495
837	0.3929733268
838	0.3929657482
839	0.3929553991
840	0.3929471722
841	0.3929384681
842	0.3929292288
843	0.3929215641
844	0.3929164935
845	0.392909132
846	0.3928961579
847	0.3928802669
848	0.3928720316
849	0.3928537364
850	0.3928485472
851	0.3928359767
852	0.3928264389
853	0.3928135963
854	0.3928008968
855	0.3927927247
856	0.392779145
857	0.3927709002
858	0.3927619848
859	0.3927530893
860	0.3927463548
861	0.392740866
862	0.3927330346
863	0.3927200959
864	0.3927103156
865	0.3927011914
866	0.3926935867
867	0.3926871101
868	0.3926814124
869	0.3926764892
870	0.3926700846
871	0.3926470044
872	0.3926314287
873	0.3926199611
874	0.3926127556
875	0.3925996239
876	0.3925924223
877	0.3925834688
878	0.3925732583
879	0.3925541451
880	0.3925496075
881	0.3925443219
882	0.3925319609
883	0.3925255015
884	0.3925171264
885	0.3925001342
886	0.3924908101
887	0.3924827396
888	0.3924679486
889	0.3924401041
890	0.3924291916
891	0.3924208765
892	0.3923988489
893	0.392387201
894	0.3923810102
895	0.3923725004
896	0.3923578737
897	0.392345767
898	0.3923351628
899	0.3923202611
900	0.3923011571
901	0.3922826655
902	0.3922705562
903	0.392261825
904	0.3922541504
905	0.3922496177
906	0.3922460082
907	0.3922359654
908	0.3922310363
909	0.3922192443
910	0.3921992612
911	0.3921861875
912	0.3921777882
913	0.3921694353
914	0.3921622166
915	0.3921558564
916	0.3921454214
917	0.3921331315
918	0.3921224736
919	0.3921137653
920	0.3921063566
921	0.3921020297
922	0.392089254
923	0.3920750268
924	0.3920694931
925	0.392057565
926	0.3920487868
927	0.3920406132
928	0.3920329147
929	0.3920209633
930	0.3920120476
931	0.3920024546
932	0.391995384
933	0.3919884308
934	0.3919747228
935	0.3919618648
936	0.391952827
937	0.3919417541
938	0.3919257279
939	0.3919166437
940	0.3919103603
941	0.3919059157
942	0.3918933935
943	0.3918795046
944	0.3918708231
945	0.3918563652
946	0.3918381948
947	0.3918330113
948	0.3918247792
949	0.3918135453
950	0.3918067692
951	0.3918003329
952	0.3917925755
953	0.3917872482
954	0.3917816821
955	0.3917735463
956	0.3917682167
957	0.391758172
958	0.3917449934
959	0.3917393983
960	0.3917254256
961	0.3917191763
962	0.3917122633
963	0.391703672
964	0.391688104
965	0.3916795498
966	0.3916704567
967	0.3916658571
968	0.3916581799
969	0.3916508094
970	0.3916397738
971	0.3916259122
972	0.3916118924
973	0.3916057364
974	0.3916012034
975	0.3915956904
976	0.391591967
977	0.3915861615
978	0.3915725268
979	0.3915635193
980	0.3915575363
981	0.3915451916
982	0.3915389278
983	0.3915294285
984	0.3915087076
985	0.3915031865
986	0.3914923903
987	0.3914866079
988	0.3914784521
989	0.3914735404
990	0.3914594151
991	0.391455456
992	0.3914489496
993	0.3914356518
994	0.3914301351
995	0.3914248943
996	0.39141812
997	0.3913924098
998	0.3913862655
999	0.3913803513
